,name,price,img,about,ing,category
"bb Royal Fenugreek/Methi, 200 g","bb Royal Fenugreek/Methi, 200 g",25,https://www.bigbasket.com/media/uploads/p/s/10000478-5_1-bb-royal-fenugreekmethi.jpg,"
            Used as a major spice in India, the methi or Fenugreek is a plant that is native to Southern Europe and Asia. BB Royal brings you the finest selection of methi seeds, which are known for its immense health benefits. These seeds are bitter in taste but lose their bitterness when roasted a little. Loaded with health benefits, the methi seeds are hygienically packed to ensure they retain their natural goodness and aroma.
        ","bb Royal Fenugreek/Methi, 200 g",MASALAS & SPICES
"bb Royal Cumin/Jeera - Whole, 100 g","bb Royal Cumin/Jeera - Whole, 100 g",33,https://www.bigbasket.com/media/uploads/p/s/10000479-6_5-bb-royal-cuminjeera-whole.jpg,"
Jeera is a strong spice and most people use it to add additional taste to their food. It offers a sturdy, exclusive and soothing aroma. However, this spice is well-known not just for its flavour, but also for their health benefits.
","bb Royal Cumin/Jeera - Whole, 100 g",MASALAS & SPICES
"bb Royal Fenugreek/Methi, 100 g","bb Royal Fenugreek/Methi, 100 g",13,https://www.bigbasket.com/media/uploads/p/s/10000480-5_1-bb-royal-fenugreekmethi.jpg,"
            Methi or fenugreek seeds are cuboid-shaped, tiny, solid, fragrant, dirty yellow coloured, strong flavoured seeds of the fenugreek plant. They are wealthy in dietary fibre, iron and copper. They have vitamin C and minerals such as potassium, phosphorous, sodium, calcium, magnesium in plenty.
        ","bb Royal Fenugreek/Methi, 100 g",MASALAS & SPICES
"bb Royal Beans - Double, White, 200 g Pouch","bb Royal Beans - Double, White, 200 g Pouch",42,https://www.bigbasket.com/media/uploads/p/s/10000481-6_6-bb-royal-beans-double-white.jpg,"
            BB Royal brings you a fine selection of double white beans, which are also called haricots or navy beans and cannellini. These are oval in shape with a slight curvy texture. They are ideally soaked overnight, boiled and used in cooking.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/
        ","bb Royal Beans - Double, White, 200 g Pouch",DALS & PULSES
"bb Royal Mustard/Rai - Small, 100 g","bb Royal Mustard/Rai - Small, 100 g",13,https://www.bigbasket.com/media/uploads/p/s/10000482-6_5-bb-royal-mustardrai-small.jpg,"
            Mustard seeds are a very famous ingredient in several regional cuisines. It also relishes the spicy, aromatic rustic taste and fragrance that mustard can add to your meals. they are known to have numerous benefits since they are low in calories and rich in nutritional value and have a lot of antibacterial and antiseptic qualities.
        ","bb Royal Mustard/Rai - Small, 100 g",MASALAS & SPICES
"bb Royal Beans - Double, Red, 200 g Pouch","bb Royal Beans - Double, Red, 200 g Pouch",42,https://www.bigbasket.com/media/uploads/p/s/10000483-6_6-bb-royal-beans-double-red.jpg,"
            BB Royal is our in house premium brand of the finest staples sourced right from the best farms and produce centers in order to get you good quality at competitive prices. Every product is carefully selected by experienced and technically competent merchandisers, cleaned and packed at our hygienic facilities in food grade plastic and sold to you at the most competitive prices in the market.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/
        ","bb Royal Beans - Double, Red, 200 g Pouch",DALS & PULSES
"bb Royal Matki/Moth - Whole, 200 g Pouch","bb Royal Matki/Moth - Whole, 200 g Pouch",31,https://www.bigbasket.com/media/uploads/p/s/10000484-5_1-bb-royal-matkimoth-whole.jpg,"
            Whole Mataki or Mot dal is a small, brown-colored, oblong-shaped bean, which is especially familiar in Indian cuisine. These have a superior attention of vitamins, proteins, minerals and enzymes. Sprouts are simply digestible. It also has dietary fiber, Folate, all with virtually no fat. They are a fine supply of potassium and iron.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/
        ","bb Royal Matki/Moth - Whole, 200 g Pouch",DALS & PULSES
"bb Royal Mustard/Rai - Small, 200 g","bb Royal Mustard/Rai - Small, 200 g",24,https://www.bigbasket.com/media/uploads/p/s/10000485-6_7-bb-royal-mustardrai-small.jpg,"
Mustard or Rai is a cruciferous vegetable that is related to broccoli, Brussels sprouts and cabbage. While there are almost 40 different types of mustard plants, there are only two varieties which we are used as a staple in Indian kitchens - the black and the white. Each variety has unique healing properties like the black mustard seeds contain loads of glucosinolates, a phytonutrient that is known to protect against cancer. BB Royal brings you exclusively picked rai or mustard seeds, which is packed in a way that they retain their pungent flavour and quality.
","bb Royal Mustard/Rai - Small, 200 g",MASALAS & SPICES
"bb Royal Cumin/Jeera - Whole, 200 g","bb Royal Cumin/Jeera - Whole, 200 g",65,https://www.bigbasket.com/media/uploads/p/s/10000486-6_7-bb-royal-cuminjeera-whole.jpg,"
Jeera is a strong spice and most people use it to add additional taste to their food. It offers a sturdy, exclusive and soothing aroma. However, this spice is well-known not just for its flavour, but also for their health benefits.
","bb Royal Cumin/Jeera - Whole, 200 g",MASALAS & SPICES
"bb Royal Soya Bean, 200 g Pouch","bb Royal Soya Bean, 200 g Pouch",28,https://www.bigbasket.com/media/uploads/p/s/10000487-4_1-bb-royal-soya-bean.jpg,"
            Soybean is also a form of legume that is used for making a variety of items like Tofu, Soy milk and even soy cheese. The BB Royal soybeans are packed with flavour and nutrients. They are very high on nutrition and have a neutral taste.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/
        ","bb Royal Soya Bean, 200 g Pouch",DALS & PULSES
"bb Royal Jaggery Round, 500 g","bb Royal Jaggery Round, 500 g",56,https://www.bigbasket.com/media/uploads/p/s/10000488-4_1-bb-royal-jaggery-round.jpg,"
            Jaggery or gur is made by boiling raw, concentrated sugar cane juice till it solidifies.Used mainly in Asia and Africa, it is defined also as ""non-centrifugal sugar"" since the product is not spun during the processing. This leaves the nutritiousmolasses intact in gur. BB Royal jaggery packs in the same goodness and tradition for you, and comes without sulphur for added health benefits.
        ","bb Royal Jaggery Round, 500 g","SALT, SUGAR & JAGGERY"
"bb Royal Jaggery Round, 1 kg","bb Royal Jaggery Round, 1 kg",108,https://www.bigbasket.com/media/uploads/p/s/10000489-3_2-bb-royal-jaggery-round.jpg,"
            The BB Royal sulphur-free Jaggery is made using non-centrifugal cane sugar. It has been used in various parts of India for centuries. Sweet to taste, this jaggery is packed with the goodness of nutrients. Considering it doesnt contain sulphur it has added health benefits.
        ","bb Royal Jaggery Round, 1 kg","SALT, SUGAR & JAGGERY"
"bb Popular Almond/Badam - Californian, Giri, 100 gm Pouch","bb Popular Almond/Badam - Californian, Giri, 100 gm Pouch",91,https://www.bigbasket.com/media/uploads/p/s/10000492-6_8-bb-popular-almondbadam-californian-giri.jpg,"
American Almond has almonds, sugar, and synthetic bitter almond oil and potassium sorbate as a preservative. It is a tasty and nutritious snack with plenty of health benefits. It is rich in potassium, vitamin E, magnesium and the calcium. Additionally, almonds are a significant supply of fibre and protein, while being naturally low in sugar. It assists contribute to improved heart health.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Popular Almond/Badam - Californian, Giri, 100 gm Pouch",DRY FRUITS
"bb Royal Almond/Badam - Californian, Giri, 100 g Pouch","bb Royal Almond/Badam - Californian, Giri, 100 g Pouch",118,https://www.bigbasket.com/media/uploads/p/s/10000493-6_5-bb-royal-almondbadam-californian-giri.jpg,"
            Unlike what most people think, almonds are seeds of a fruit that grows on the almond tree. Preferred the world over for their extremely high nutritional value, California Almonds bring you the right dose of good cholesterol and vitamins that fortify your immune system. BB Royal California ensures that you get your almonds in the best shape and their nutrients are preserved.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
        ","bb Royal Almond/Badam - Californian, Giri, 100 g Pouch",DRY FRUITS
"bb Royal Almond/Badam - Roasted & Salted, 100 gm Pouch","bb Royal Almond/Badam - Roasted & Salted, 100 gm Pouch",149,https://www.bigbasket.com/media/uploads/p/s/10000494-4_1-bb-royal-almondbadam-roasted-salted.jpg,"
Almonds - Roasted & Salted create up a key part of a strong and various diet. Their moderately long shelf life, portability and wealthy nutrient profile create nuts perfect snack ideas to aid you to keep a healthy diet. Roasted salted almonds benefit your health by increasing your intake of a few key nutrients. These fat-free roasted almonds include 0 grams of trans fat per serving.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Royal Almond/Badam - Roasted & Salted, 100 gm Pouch",DRY FRUITS
"bb Royal Pista - Irani, Roasted & Salted, 100 g","bb Royal Pista - Irani, Roasted & Salted, 100 g",182,https://www.bigbasket.com/media/uploads/p/s/10000495-6_5-bb-royal-pista-irani-roasted-salted.jpg,"
            Pista or Pistachios are defined by their rich and nutty taste, which is further enhanced after roasting them. And understanding your taste, BB Royal roasted and salted pista has been packaged exclusively for you. Its roasted and salted flavour makes it an ideal snack for guests and gifting purposes.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
        ","bb Royal Pista - Irani, Roasted & Salted, 100 g",DRY FRUITS
"bb Royal Plain Pista - Kernel, 100 g Pouch","bb Royal Plain Pista - Kernel, 100 g Pouch",288,https://www.bigbasket.com/media/uploads/p/s/10000496-6_12-bb-royal-plain-pista-kernel.jpg,"
            Pistachios are tiny and delicious nuts enclosed in shells. These are an outstanding and rich tasting nut. It as they are sometimes called are well-liked because of their little size, green colour and simple to open shells.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
        ","bb Royal Plain Pista - Kernel, 100 g Pouch",DRY FRUITS
"bb Popular Cashew/Kaju - Whole, 100 g","bb Popular Cashew/Kaju - Whole, 100 g",85.50,https://www.bigbasket.com/media/uploads/p/s/10000497-6_7-bb-popular-cashewkaju-whole.jpg,"
Cashew nuts are kidney-shaped, delicately sweet and crunchy seeds that are found at the bottom of the cashew apple. They have a buttery, sweet and salty taste which makes it almost everyone's favourite dry fruit. The nut is also a good source of vitamins, minerals and antioxidants. They are readily available and can serve as an instant snack when hunger strikes. Cashew nuts are used widely in the kitchen, both in savoury and sweet dishes.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Popular Cashew/Kaju - Whole, 100 g",DRY FRUITS
"bb Royal Cashew/Kaju - Whole, 100 g","bb Royal Cashew/Kaju - Whole, 100 g",141,https://www.bigbasket.com/media/uploads/p/s/10000498-5_1-bb-royal-cashewkaju-whole.jpg,"
Cashew contains a rich flavour making it the most delicious nut. It is off-white in colour and is soft with a mild taste.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Royal Cashew/Kaju - Whole, 100 g",DRY FRUITS
"bb Popular Cashew/Kaju - Split, 100 g","bb Popular Cashew/Kaju - Split, 100 g",78.70,https://www.bigbasket.com/media/uploads/p/s/10000499-6_9-bb-popular-cashewkaju-split.jpg,"
Cashew - Split (2 pc) includes good amounts of dietary fibre, oil and antioxidants. It is very wealthy in flavour are a common ingredient in desserts and are utilized to make oils. They create excellent garnish for baked goods. Cashews are wealthy in iron, selenium, phosphorus, magnesium and zinc. They are also excellent sources of protein, antioxidants and phytochemicals.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Popular Cashew/Kaju - Split, 100 g",DRY FRUITS
"bb Popular Cashew/Kaju - Broken, 100 g Pouch","bb Popular Cashew/Kaju - Broken, 100 g Pouch",116,https://www.bigbasket.com/media/uploads/p/s/10000500-6_4-bb-popular-cashewkaju-broken.jpg,"
            Cashew - Broken (4 pc) are rich in monounsaturated fatty acid and minerals such as iron, potassium, phosphorous, copper and zinc, selenium. They also contain high-quality amounts of dietary fibre, oil and antioxidants. This makes them more efficient than other nuts in thickening water-based dishes such as meat stews, soups and some Indian milk-based desserts.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
        ","bb Popular Cashew/Kaju - Broken, 100 g Pouch",DRY FRUITS
